SiteID,Date,Species,Green/Convntional,Count,Site,RoofType,Size,Elevation,Genus,Species
GSG,29/04/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,29/04/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,29/04/2011,AMKE ,Green,1,Grand Street,green,550,20.5,Falco,sparverius
GSG,29/04/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,29/04/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,29/04/2011,AMGO,Green,1,Grand Street,green,550,20.5,Spinus,tristis
GSG,29/04/2011,BAOR,Green,1,Grand Street,green,550,20.5,Icterus,galbula
GSG,29/04/2011,AMRO,Green,1,Grand Street,green,550,20.5,Turdus,migratorius
GSG,29/04/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,30/04/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,30/04/2011,AMRO,Green,1,Grand Street,green,550,20.5,Turdus,migratorius
GSG,30/04/2011,LAGU,Green,1,Grand Street,green,550,20.5,Leucophaeus,atricilla
GSG,30/04/2011,LAGU,Green,1,Grand Street,green,550,20.5,Leucophaeus,atricilla
GSG,30/04/2011,AMGO,Green,1,Grand Street,green,550,20.5,Spinus,tristis
GSG,30/04/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,30/04/2011,LAGU,Green,1,Grand Street,green,550,20.5,Leucophaeus,atricilla
GSG,30/04/2011,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,30/04/2011,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,30/04/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,30/04/2011,MODO,Green,1,Grand Street,green,550,20.5,Zenaida,macroura
GSG,30/04/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,30/04/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,30/04/2011,AMRO,Green,1,Grand Street,green,550,20.5,Turdus,migratorius
GSG,30/04/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,30/04/2011,AMRE,Green,1,Grand Street,green,550,20.5,Setophaga,ruticilla
GSG,30/04/2011,AMRE,Green,1,Grand Street,green,550,20.5,Setophaga,ruticilla
GSG,30/04/2011,AMRO,Green,1,Grand Street,green,550,20.5,Turdus,migratorius
GSG,30/04/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,01/05/2011,AMRO,Green,1,Grand Street,green,550,20.5,Turdus,migratorius
GSG,01/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,01/05/2011,HOFI,Green,1,Grand Street,green,550,20.5,Haemorhous,mexicanus
GSG,01/05/2011,HOFI,Green,1,Grand Street,green,550,20.5,Haemorhous,mexicanus
GSG,01/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,01/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,01/05/2011,AMRO,Green,1,Grand Street,green,550,20.5,Turdus,migratorius
GSG,01/05/2011,HOFI,Green,1,Grand Street,green,550,20.5,Haemorhous,mexicanus
GSG,01/05/2011,MODO,Green,1,Grand Street,green,550,20.5,Zenaida,macroura
GSG,01/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,01/05/2011,HOFI,Green,1,Grand Street,green,550,20.5,Haemorhous,mexicanus
GSG,01/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,01/05/2011,AMGO,Green,1,Grand Street,green,550,20.5,Spinus,tristis
GSG,02/05/2011,LAGU,Green,1,Grand Street,green,550,20.5,Leucophaeus,atricilla
GSG,02/05/2011,LAGU,Green,1,Grand Street,green,550,20.5,Leucophaeus,atricilla
GSG,02/05/2011,LAGU,Green,1,Grand Street,green,550,20.5,Leucophaeus,atricilla
GSG,02/05/2011,FICR,Green,1,Grand Street,green,550,20.5,Corvus,ossifragus
GSG,02/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,02/05/2011,LAGU,Green,1,Grand Street,green,550,20.5,Leucophaeus,atricilla
GSG,02/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,02/05/2011,AMRO,Green,1,Grand Street,green,550,20.5,Turdus,migratorius
GSG,03/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,03/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,03/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,03/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,03/05/2011,LAGU,Green,1,Grand Street,green,550,20.5,Leucophaeus,atricilla
GSG,03/05/2011,LAGU,Green,1,Grand Street,green,550,20.5,Leucophaeus,atricilla
GSG,03/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,03/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,03/05/2011,AMRO,Green,1,Grand Street,green,550,20.5,Turdus,migratorius
GSG,03/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,03/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,03/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,03/05/2011,AMRO,Green,1,Grand Street,green,550,20.5,Turdus,migratorius
GSG,03/05/2011,HOFI,Green,1,Grand Street,green,550,20.5,Haemorhous,mexicanus
GSG,03/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,03/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,14/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,14/05/2011,AMKE ,Green,1,Grand Street,green,550,20.5,Falco,sparverius
GSG,14/05/2011,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,14/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,14/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,14/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,14/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,14/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,14/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,14/05/2011,HOFI,Green,1,Grand Street,green,550,20.5,Haemorhous,mexicanus
GSG,14/05/2011,AMKE ,Green,1,Grand Street,green,550,20.5,Falco,sparverius
GSG,14/05/2011,MODO,Green,1,Grand Street,green,550,20.5,Zenaida,macroura
GSG,14/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,14/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,14/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,14/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,14/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,14/05/2011,PEFA,Green,1,Grand Street,green,550,20.5,Falco,peregrinus
GSG,14/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,14/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,15/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,15/05/2011,CEDW,Green,1,Grand Street,green,550,20.5,Bombycilla,cedrorum
GSG,15/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,15/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,15/05/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,15/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,15/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,15/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,15/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,19/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,19/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,19/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,19/05/2011,MODO,Green,1,Grand Street,green,550,20.5,Zenaida,macroura
GSG,19/05/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,19/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,19/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,19/05/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,19/05/2011,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,19/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,19/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,19/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,19/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,19/05/2011,AMGO,Green,1,Grand Street,green,550,20.5,Spinus,tristis
GSG,19/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,19/05/2011,GRCA,Green,1,Grand Street,green,550,20.5,Dumetella,carolinensis
GSG,19/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,19/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,19/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,19/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,20/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,20/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,20/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,20/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,20/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,20/05/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,20/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,20/05/2011,ROPI,Green,1,Grand Street,green,550,20.5,Columba,livia
GSG,20/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,20/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,20/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,20/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,20/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,21/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,21/05/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,21/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,21/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,21/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,21/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,21/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,21/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,21/05/2011,ROPI,Green,1,Grand Street,green,550,20.5,Columba,livia
GSG,21/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,21/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,21/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,21/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,21/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,21/05/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,21/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,21/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,21/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,21/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,22/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,22/05/2011,HOFI,Green,1,Grand Street,green,550,20.5,Haemorhous,mexicanus
GSG,22/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,22/05/2011,ROPI,Green,1,Grand Street,green,550,20.5,Columba,livia
GSG,22/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,22/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,22/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,22/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,22/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,22/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,22/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,22/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,22/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,22/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,23/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,23/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,23/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,23/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,23/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,23/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,23/05/2011,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,23/05/2011,LAGU,Green,1,Grand Street,green,550,20.5,Leucophaeus,atricilla
GSG,23/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,23/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,23/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,AMKE ,Green,1,Grand Street,green,550,20.5,Falco,sparverius
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,AMRO,Green,1,Grand Street,green,550,20.5,Turdus,migratorius
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,AMGO,Green,1,Grand Street,green,550,20.5,Spinus,tristis
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,24/05/2011,CEDW,Green,1,Grand Street,green,550,20.5,Bombycilla,cedrorum
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2011,AMKE ,Green,1,Grand Street,green,550,20.5,Falco,sparverius
GSG,25/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,25/05/2011,AMKE ,Green,1,Grand Street,green,550,20.5,Falco,sparverius
GSG,25/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,25/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,25/05/2011,BHCO,Green,1,Grand Street,green,550,20.5,Molothrus,ater
GSG,25/05/2011,AMRO,Green,1,Grand Street,green,550,20.5,Turdus,migratorius
GSG,25/05/2011,ROPI,Green,1,Grand Street,green,550,20.5,Columba,livia
