Study,City,SiteID,Taxa,Taxa.simplified,Year,Infrastructure,Habitat,original.habitat,GI.type,GI.compare,Nat.compare,Family,Genus,Species,Status,Estimate,Stat,Value,GI.area.mean (m2),GI.height (m),Rep,pH,Salinity,depth (m)
1288,Zoug,Rotkreuz,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,5,,,,,,
1288,Zoug,Rotkreuz,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,1,,,,,,
1288,Zoug,Rotkreuz,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,5,,,,,,
1288,Zoug,Rotkreuz,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,4,,,,,,
1288,Zoug,Rotkreuz,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,11,,,,,,
1288,Zoug,Rotkreuz,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,Zoug,Rotkreuz,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,13,,,,,,
1288,Zoug,Rotkreuz,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,4,,,,,,
1288,Zoug,Rotkreuz,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,3,,,,,,
1288,,Shoppyland,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,3,,,,,,
1288,,Shoppyland,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,Shoppyland,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,Shoppyland,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Shoppyland,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,Shoppyland,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Shoppyland,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Shoppyland,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,3,,,,,,
1288,,Shoppyland,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,1,,,,,,
1288,,Shoppyland,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,1,,,,,,
1288,,Shoppyland,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Shoppyland,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,Shoppyland,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,1,,,,,,
1288,,Shoppyland,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Shoppyland,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,4,,,,,,
1288,,Shoppyland,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,2,,,,,,
1288,,Shoppyland,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,3,,,,,,
1288,,Shoppyland,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Shoppyland,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,7,,,,,,
1288,,Shoppyland,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Shoppyland,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Shoppyland,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,2,,,,,,
1288,,Shoppyland,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,1,,,,,,
1288,,Shoppyland,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,2,,,,,,
1288,,Shoppyland,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Shoppyland,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,3,,,,,,
1288,,Shoppyland,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Shoppyland,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,OBI,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,OBI,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,OBI,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,OBI,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,OBI,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,OBI,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,OBI,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,OBI,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,OBI,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,OBI,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,OBI,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,OBI,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,OBI,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,OBI,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,OBI,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,OBI,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,OBI,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,OBI,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,OBI,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,OBI,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,OBI,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,OBI,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,3,,,,,,
1288,,OBI,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,2,,,,,,
1288,,OBI,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,4,,,,,,
1288,,OBI,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,OBI,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,OBI,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,4,,,,,,
1288,,OBI,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,2,,,,,,
1288,,Steinhausen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,5,,,,,,
1288,,Steinhausen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,2,,,,,,
1288,,Steinhausen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,6,,,,,,
1288,,Steinhausen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Steinhausen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,4,,,,,,
1288,,Steinhausen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Steinhausen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,2,,,,,,
1288,,Steinhausen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,2,,,,,,
1288,,Steinhausen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,1,,,,,,
1288,,Steinhausen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,4,,,,,,
1288,,Steinhausen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Steinhausen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,5,,,,,,
1288,,Steinhausen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Steinhausen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Steinhausen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,3,,,,,,
1288,,Steinhausen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,2,,,,,,
1288,,Steinhausen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,3,,,,,,
1288,,Steinhausen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Steinhausen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,7,,,,,,
1288,,Steinhausen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Steinhausen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,1,,,,,,
1288,,Steinhausen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,4,,,,,,
1288,,Steinhausen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,2,,,,,,
1288,,Steinhausen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,9,,,,,,
1288,,Steinhausen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Steinhausen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,10,,,,,,
1288,,Steinhausen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,1,,,,,,
1288,,Steinhausen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,2,,,,,,
1288,,Emmen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,Emmen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,Emmen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,Emmen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Emmen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,Emmen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Emmen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Emmen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,Emmen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,Emmen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,Emmen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Emmen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,Emmen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Emmen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Emmen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,Emmen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,Emmen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,Emmen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Emmen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,Emmen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Emmen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Emmen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,4,,,,,,
1288,,Emmen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,2,,,,,,
1288,,Emmen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,7,,,,,,
1288,,Emmen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,3,,,,,,
1288,,Emmen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,4,,,,,,
1288,,Emmen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,3,,,,,,
1288,,Emmen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,1,,,,,,
1288,,Hunenberg,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,Hunenberg,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,Hunenberg,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,Hunenberg,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Hunenberg,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,Hunenberg,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Hunenberg,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Hunenberg,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,Hunenberg,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,Hunenberg,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,Hunenberg,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Hunenberg,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,Hunenberg,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Hunenberg,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Hunenberg,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,Hunenberg,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,Hunenberg,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,Hunenberg,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Hunenberg,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,Hunenberg,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Hunenberg,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Hunenberg,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,4,,,,,,
1288,,Hunenberg,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,2,,,,,,
1288,,Hunenberg,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,4,,,,,,
1288,,Hunenberg,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Hunenberg,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,4,,,,,,
1288,,Hunenberg,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,4,,,,,,
1288,,Hunenberg,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,3,,,,,,
1288,,Flughafen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,6,,,,,,
1288,,Flughafen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,6,,,,,,
1288,,Flughafen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,Flughafen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Flughafen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,5,,,,,,
1288,,Flughafen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Flughafen,birds,birds,2005,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,1,,,,,,
1288,,Flughafen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,Flughafen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,Flughafen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,Flughafen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Flughafen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,Flughafen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Flughafen,birds,birds,2006,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Flughafen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,22,,,,,,
1288,,Flughafen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,10,,,,,,
1288,,Flughafen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,9,,,,,,
1288,,Flughafen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Flughafen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,5,,,,,,
1288,,Flughafen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,6,,,,,,
1288,,Flughafen,birds,birds,2007,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,14,,,,,,
1288,,Flughafen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,Flughafen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,Flughafen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,Flughafen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Flughafen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,Flughafen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Flughafen,birds,birds,2008,green,urban,green roof,green roof,roof,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Choller,birds,birds,2005,green,natural,grassland,grassland,grassland,green roof vs grassland,,,,,Adult birds,count,0,,,,,,
1288,,Choller,birds,birds,2005,green,natural,grassland,grassland,grassland,green roof vs grassland,,,,,Nest found,count,0,,,,,,
1288,,Choller,birds,birds,2005,green,natural,grassland,grassland,grassland,green roof vs grassland,,,,,Chicks hatched (all clutches),count,0,,,,,,
1288,,Choller,birds,birds,2005,green,natural,grassland,grassland,grassland,green roof vs grassland,,,,,Chicks fledged,count,0,,,,,,
1288,,Choller,birds,birds,2005,green,natural,grassland,grassland,grassland,green roof vs grassland,,,,,Chicks age (relative days number),count,0,,,,,,
1288,,Choller,birds,birds,2005,green,natural,grassland,grassland,grassland,green roof vs grassland,,,,,Chicks found dead,count,0,,,,,,
1288,,Choller,birds,birds,2005,green,natural,grassland,grassland,grassland,green roof vs grassland,,,,,Replacement clutches,count,0,,,,,,
1288,,Choller,birds,birds,2006,green,natural,grassland,grassland,grassland,green roof vs grassland,,,,,Adult birds,count,6,,,,,,
